assunto,codigo,codigo_pai,dispositivo_legal,artigo,alteracoes,glossario,ods,data_publicacao,data_alteracao,data_inativacao,data_reativacao,nivel_visual,fonte,instancia,caminho_codigos,caminho_assuntos
Omissão Grave de Dado ou de Informação por Projetista,15384,15373,Código Penal,337-O,glossario;,"Art. 337-O. Omitir, modificar ou entregar à Administração Pública levantamento cadastral ou condição de contorno em relevante dissonância com a realidade, em frustração ao caráter competitivo da licitação ou em detrimento da seleção da proposta mais vantajosa para a Administração Pública, em contratação para a elaboração de projeto básico, projeto executivo ou anteprojeto, em diálogo competitivo ou em procedimento de manifestação de interesse: Pena - reclusão, de 6 (seis) meses a 3 (três) anos, e multa. § 1º Consideram-se condição de contorno as informações e os levantamentos suficientes e necessários para a definição da solução de projeto e dos respectivos preços pelo licitante, incluídos sondagens, topografia, estudos de demanda, condições ambientais e demais elementos ambientais impactantes, considerados requisitos mínimos ou obrigatórios em normas técnicas que orientam a elaboração de projetos. § 2º Se o crime é praticado com o fim de obter benefício, direto ou indireto, próprio ou de outrem, aplica-se em dobro a pena prevista no caput deste artigo.","ODS 16 - Paz, justiça e instituições eficazes",2024-07-31 08:33:43,2024-07-31 08:34:38,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 15373 > 15384,DIREITO PENAL > Crimes em Licitações e Contratos Administrativos > Omissão Grave de Dado ou de Informação por Projetista
Patrocínio de Contratação Indevida,15376,15373,Código Penal,337-G,glossario;,"Art. 337-G. Patrocinar, direta ou indiretamente, interesse privado perante a Administração Pública, dando causa à instauração de licitação ou à celebração de contrato cuja invalidação vier a ser decretada pelo Poder Judiciário: Pena - reclusão, de 6 (seis) meses a 3 (três) anos, e multa.","ODS 16 - Paz, justiça e instituições eficazes",2024-07-30 18:00:59,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 15373 > 15376,DIREITO PENAL > Crimes em Licitações e Contratos Administrativos > Patrocínio de Contratação Indevida
Perturbação de Processo Licitatório,15378,15373,Código Penal,337-I,glossario;,"Art. 337-I. Impedir, perturbar ou fraudar a realização de qualquer ato de processo licitatório: Pena - detenção, de 6 (seis) meses a 3 (três) anos, e multa.","ODS 16 - Paz, justiça e instituições eficazes",2024-07-31 08:13:33,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 15373 > 15378,DIREITO PENAL > Crimes em Licitações e Contratos Administrativos > Perturbação de Processo Licitatório
Violação de Sigilo em Licitação,15379,15373,Código Penal,337-J,glossario;,"Art. 337-J. Devassar o sigilo de proposta apresentada em processo licitatório ou proporcionar a terceiro o ensejo de devassá-lo: Pena - detenção, de 2 (dois) anos a 3 (três) anos, e multa.","ODS 16 - Paz, justiça e instituições eficazes",2024-07-31 08:17:19,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 15373 > 15379,DIREITO PENAL > Crimes em Licitações e Contratos Administrativos > Violação de Sigilo em Licitação
Crimes Praticados contra Lideranças e Comunidades Quilombolas,15687,00287,Resolução CNJ 599/2024,"1º, III",,Este assunto deve ser utilizado como assunto complementar ao tipo penal principal nos casos em que a vítima da conduta imputada foi a liderança ou a própria comunidade quilombola.,"ODS 16 - Paz, justiça e instituições eficazes",2026-01-28 13:33:19,,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 15687,DIREITO PENAL > Crimes Praticados contra Lideranças e Comunidades Quilombolas
Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,03547,00287,,,,,"ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,1,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral
"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção",10982,03547,Lei 9.613/1998,1°,,"Art. 1º Ocultar ou dissimular a natureza, origem, localização, disposição, movimentação ou propriedade de bens, direitos ou valores provenientes, direta ou indiretamente, de crime: ............................................................... V - contra a Administração Pública, inclusive a exigência, para si ou para outrem, direta ou indiretamente, de qualquer vantagem, como condição ou preço para a prática ou omissão de atos administrativos; ...............................................................","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2009-05-28 00:00:00,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 10982,"DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > ""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
Abandono de função,03561,03547,CP,323,,"Abandono de função Art. 323 - Abandonar cargo público, fora dos casos permitidos em lei: Pena - detenção, de quinze dias a um mês, ou multa. § 1º - Se do fato resulta prejuízo público: Pena - detenção, de três meses a um ano, e multa. § 2º - Se o fato ocorre em lugar compreendido na faixa de fronteira: Pena - detenção, de um a três anos, e multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03561,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Abandono de função
Advocacia administrativa,03559,03547,CP,321,,"Art. 321 - Patrocinar, direta ou indiretamente, interesse privado perante a administração pública, valendo-se da qualidade de funcionário: Pena - detenção, de um a três meses, ou multa. Parágrafo único - Se o interesse é ilegítimo: Pena - detenção, de três meses a um ano, além da multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03559,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Advocacia administrativa
Concussão,03553,03547,CP,"art. 316, caput",,"Art. 316 - Exigir, para si ou para outrem, direta ou indiretamente, ainda que fora da função ou antes de assumi-la, mas em razão dela, vantagem indevida: Pena - reclusão, de dois a oito anos, e multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03553,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Concussão
Condescendência criminosa,03558,03547,CP,320,,"Condescendência criminosa Art. 320 - Deixar o funcionário, por indulgência, de responsabilizar subordinado que cometeu infração no exercício do cargo ou, quando lhe falte competência, não levar o fato ao conhecimento da autoridade competente: Pena - detenção, de quinze dias a um mês, ou multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03558,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Condescendência criminosa
Corrupção passiva,03555,03547,CP,"317, caput e § 2º",,"Corrupção passiva Art. 317 - Solicitar ou receber, para si ou para outrem, direta ou indiretamente, ainda que fora da função ou antes de assumi-la, mas em razão dela, vantagem indevida, ou aceitar promessa de tal vantagem: Pena ? reclusão, de 2 (dois) a 12 (doze) anos, e multa. (Redação dada pela Lei nº 10.763, de 12.11.2003) § 1º - A pena é aumentada de um terço, se, em conseqüência da vantagem ou promessa, o funcionário retarda ou deixa de praticar qualquer ato de ofício ou o pratica infringindo dever funcional. § 2º - Se o funcionário pratica, deixa de praticar ou retarda ato de ofício, com infração de dever funcional, cedendo a pedido ou influência de outrem: Pena - detenção, de três meses a um ano, ou multa.","ODS 10 - Redução das desigualdades; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03555,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Corrupção passiva
Emprego irregular de verbas ou rendas públicas,03552,03547,CP,315,,"Emprego irregular de verbas ou rendas públicas Art. 315 - Dar às verbas ou rendas públicas aplicação diversa da estabelecida em lei: Pena - detenção, de um a três meses, ou multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03552,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Emprego irregular de verbas ou rendas públicas
Excesso de exação,03554,03547,CP,"316, §§ 1º e 2º",,"Concussão Art. 316 - Exigir, para si ou para outrem, direta ou indiretamente, ainda que fora da função ou antes de assumi-la, mas em razão dela, vantagem indevida: Pena - reclusão, de dois a oito anos, e multa. § 1º - Se o funcionário exige tributo ou contribuição social que sabe ou deveria saber indevido, ou, quando devido, emprega na cobrança meio vexatório ou gravoso, que a lei não autoriza: (Redação dada pela Lei nº 8.137, de 27.12.1990) Pena - reclusão, de três a oito anos, e multa. (Redação dada pela Lei nº 8.137, de 27.12.1990) § 2º - Se o funcionário desvia, em proveito próprio ou de outrem, o que recebeu indevidamente para recolher aos cofres públicos: Pena - reclusão, de dois a doze anos, e multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03554,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Excesso de exação
Exercício funcional ilegalmente antecipado ou prolongado,03562,03547,CP,324,,"Exercício funcional ilegalmente antecipado ou prolongado Art. 324 - Entrar no exercício de função pública antes de satisfeitas as exigências legais, ou continuar a exercê-la, sem autorização, depois de saber oficialmente que foi exonerado, removido, substituído ou suspenso: Pena - detenção, de quinze dias a um mês, ou multa.","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03562,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Exercício funcional ilegalmente antecipado ou prolongado
"Extravio, sonegação ou inutilização de livro ou documento",03551,03547,CP,314,,"Extravio, sonegação ou inutilização de livro ou documento Art. 314 - Extraviar livro oficial ou qualquer documento, de que tem a guarda em razão do cargo; sonegá-lo ou inutilizá-lo, total ou parcialmente: Pena - reclusão, de um a quatro anos, se o fato não constitui crime mais grave","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03551,"DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Extravio, sonegação ou inutilização de livro ou documento"
Facilitação de contrabando ou descaminho,03556,03547,CP,318,,"Facilitação de contrabando ou descaminho Art. 318 - Facilitar, com infração de dever funcional, a prática de contrabando ou descaminho (art. 334): Pena - reclusão, de 3 (três) a 8 (oito) anos, e multa. (Redação dada pela Lei nº 8.137, de 27.12.1990)","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03556,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Facilitação de contrabando ou descaminho
Inserção de dados falsos em sistema de informações,03596,03547,CP,313-A,,"Inserção de dados falsos em sistema de informações (Incluído pela Lei nº 9.983, de 2000) Art. 313-A. Inserir ou facilitar, o funcionário autorizado, a inserção de dados falsos, alterar ou excluir indevidamente dados corretos nos sistemas informatizados ou bancos de dados da Administração Pública com o fim de obter vantagem indevida para si ou para outrem ou para causar dano: (Incluído pela Lei nº 9.983, de 2000)) Pena ? reclusão, de 2 (dois) a 12 (doze) anos, e multa. (Incluído pela Lei nº 9.983, de 2000)","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03596,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Inserção de dados falsos em sistema de informações
Modificação ou alteração não autorizada de sistema de informações,03597,03547,CP,313-B,,"Modificação ou alteração não autorizada de sistema de informações (Incluído pela Lei nº 9.983, de 2000) Art. 313-B. Modificar ou alterar, o funcionário, sistema de informações ou programa de informática sem autorização ou solicitação de autoridade competente: (Incluído pela Lei nº 9.983, de 2000) Pena ? detenção, de 3 (três) meses a 2 (dois) anos, e multa. (Incluído pela Lei nº 9.983, de 2000) Parágrafo único. As penas são aumentadas de um terço até a metade se da modificação ou alteração resulta dano para a Administração Pública ou para o administrado.(Incluído pela Lei nº 9.983, de 2000)","ODS 11 - Cidades e comunidades sustentáveis; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03597,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Modificação ou alteração não autorizada de sistema de informações
Peculato,03548,03547,CP,"art. 312, caput e § 1º",,"Peculato Art. 312 - Apropriar-se o funcionário público de dinheiro, valor ou qualquer outro bem móvel, público ou particular, de que tem a posse em razão do cargo, ou desviá-lo, em proveito próprio ou alheio: Pena - reclusão, de dois a doze anos, e multa. § 1º - Aplica-se a mesma pena, se o funcionário público, embora não tendo a posse do dinheiro, valor ou bem, o subtrai, ou concorre para que seja subtraído, em proveito próprio ou alheio, valendo-se de facilidade que lhe proporciona a qualidade de funcionário.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03548,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Peculato
Peculato mediante erro de outrem,03550,03547,CP,313,,"Peculato mediante erro de outrem Art. 313 - Apropriar-se de dinheiro ou qualquer utilidade que, no exercício do cargo, recebeu por erro de outrem: Pena - reclusão, de um a quatro anos, e multa. Inserção de dados falsos em sistema de informações (Incluído pela Lei nº 9.983, de 2000) Art. 313-A. Inserir ou facilitar, o funcionário autorizado, a inserção de dados falsos, alterar ou excluir indevidamente dados corretos nos sistemas informatizados ou bancos de dados da Administração Pública com o fim de obter vantagem indevida para si ou para outrem ou para causar dano: (Incluído pela Lei nº 9.983, de 2000)) Pena ? reclusão, de 2 (dois) a 12 (doze) anos, e multa. (Incluído pela Lei nº 9.983, de 2000) Modificação ou alteração não autorizada de sistema de informações (Incluído pela Lei nº 9.983, de 2000) Art. 313-B. Modificar ou alterar, o funcionário, sistema de informações ou programa de informática sem autorização ou solicitação de autoridade competente: (Incluído pela Lei nº 9.983, de 2000) Pena ? detenção, de 3 (três) meses a 2 (dois) anos, e multa. (Incluído pela Lei nº 9.983, de 2000) Parágrafo único. As penas são aumentadas de um terço até a metade se da modificação ou alteração resulta dano para a Administração Pública Ou para o administrado.(Incluído pela Lei nº 9.983, de 2000)","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03550,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Peculato mediante erro de outrem
Prevaricação,03557,03547,CP,319 e 319-A,,"Prevaricação Art. 319 - Retardar ou deixar de praticar, indevidamente, ato de ofício, ou praticá-lo contra disposição expressa de lei, para satisfazer interesse ou sentimento pessoal: Pena - detenção, de três meses a um ano, e multa. Art. 319-A. Deixar o Diretor de Penitenciária e/ou agente público, de cumprir seu dever de vedar ao preso o acesso a aparelho telefônico, de rádio ou similar, que permita a comunicação com outros presos ou com o ambiente externo: (Incluído pela Lei nº 11.466, de 2007). Pena: detenção, de 3 (três) meses a 1 (um) ano.","ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03557,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Prevaricação
Violação do sigilo de proposta de concorrência,03564,03547,CP,326,,"Violação do sigilo de proposta de concorrência Art. 326 - Devassar o sigilo de proposta de concorrência pública, ou proporcionar a terceiro o ensejo de devassá-lo: Pena - Detenção, de três meses a um ano, e multa.","ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03564,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Violação do sigilo de proposta de concorrência
Violação do sigilo funcional,03563,03547,CP,325,,"Violação de sigilo funcional Art. 325 - Revelar fato de que tem ciência em razão do cargo e que deva permanecer em segredo, ou facilitar-lhe a revelação: Pena - detenção, de seis meses a dois anos, ou multa, se o fato não constitui crime mais grave. § 1o Nas mesmas penas deste artigo incorre quem: (Incluído pela Lei nº 9.983, de 2000) I ? permite ou facilita, mediante atribuição, fornecimento e empréstimo de senha ou qualquer outra forma, o acesso de pessoas não autorizadas a sistemas de informações ou banco de dados da Administração Pública; (Incluído pela Lei nº 9.983, de 2000) II ? se utiliza, indevidamente, do acesso restrito. (Incluído pela Lei nº 9.983, de 2000) § 2o Se da ação ou omissão resulta dano à Administração Pública ou a outrem: (Incluído pela Lei nº 9.983, de 2000) Pena ? reclusão, de 2 (dois) a 6 (seis) anos, e multa. (Incluído pela Lei nº 9.983, de 2000)","ODS 8 - Trabalho decente e crescimento econômico; ODS 16 - Paz, justiça e instituições eficazes",2008-09-30 15:52:52,,,,2,78_Tabela_Assuntos_Justica_Federal_1_Grau.xls,Justiça Federal 1º Grau,00287 > 03547 > 03563,DIREITO PENAL > Crimes Praticados por Funcionários Públicos Contra a Administração em Geral > Violação do sigilo funcional
